x,y,z,name
1,10,1,D1
1,10,0,E1
1,11,0,C1
1,11,1,C2
1,15,0,A1
1,15,1,B1
6,20,1,A2
6,20,0,C3
8,1,0,E2
8,1,1,F2
8,20,1,B3
9,20,0,A3
12,1,0,E3
12,1,1,F3
13,1,0,E4
13,1,1,F5
14,1,1,D5
14,1,0,E5
16,6,1,E6
16,8,0,D6
16,10,1,C5
16,11,0,B4
16,13,0,B5
16,13,1,B6
16,14,0,C6
