x,y,z,name
6,34,0,A5
7,1,0,E5
7,34,0,B5
8,1,0,D5
8,1,1,F5
8,34,0,C5
11,1,1,E4
14,1,0,C3
14,1,1,F4
14,34,0,A4
14,34,1,B3
15,1,0,D3
15,1,1,E3
21,1,0,B1
21,1,1,F2
21,34,1,A1
21,34,0,A2
25,1,1,E1
25,1,0,F1
26,1,1,C1
26,1,0,D1
