x,y,z,name
6,24,1,B1
6,24,0,C1
7,24,1,A1
8,1,1,D2
8,1,0,E1
8,24,0,A2
9,1,1,D1
9,1,0,E3
9,24,1,B2
10,1,1,F2
10,1,0,F3
11,24,0,C3
12,1,0,D3
14,1,1,E2
14,1,0,E4
14,24,1,A3
15,1,1,F4
15,1,0,G3
15,24,0,A4
17,24,0,B4
19,24,1,A5
20,24,0,B6
21,1,1,D6
21,1,0,E5
21,24,1,A6
21,24,0,C4
23,1,0,D7
23,1,1,F7
23,24,1,C6
24,1,0,E7
24,24,1,A7
25,1,0,F5
25,1,1,G6
25,24,1,B7
25,24,0,C7
26,1,1,E6
26,1,0,F6
