x,y,z,name
1,3,0,F2
1,3,1,G1
1,4,0,D3
1,4,1,F1
1,6,0,D1
1,6,1,E2
1,7,1,C1
1,7,0,D2
1,8,0,B2
1,8,1,C2
1,9,1,A1
1,9,0,B1
4,12,1,A2
4,12,0,B3
5,1,1,F3
5,1,0,G3
5,12,0,A3
5,12,1,C4
6,1,0,F4
6,1,1,G4
6,12,1,A4
6,12,0,B4
7,1,0,F5
7,1,1,G6
7,12,0,A5
7,12,1,D4
8,1,1,E6
8,1,0,F6
8,12,0,A6
8,12,1,A7
10,5,1,F7
10,6,1,D6
10,6,0,E7
10,7,1,C6
10,7,0,D7
10,8,1,C5
10,8,0,C7
