x,y,z,name
1,7,0,C1
1,7,1,D1
1,10,1,E2
1,10,0,F2
1,11,0,D2
1,11,1,D3
1,13,1,A1
1,13,0,B1
1,15,0,B2
1,15,1,C2
5,20,1,A2
6,20,0,B3
6,20,1,D4
8,1,0,F3
8,1,1,G3
8,20,1,B4
9,20,0,C4
10,20,1,A3
10,20,0,A4
11,20,1,A5
11,20,0,A7
12,1,0,F4
12,1,1,G4
12,20,0,A6
13,1,0,F5
13,1,1,G6
14,1,1,E6
14,1,0,F6
16,6,1,E7
16,8,0,F7
16,10,1,D6
16,11,0,D7
16,13,1,C6
16,13,0,C7
16,14,0,C5
